date,platform,account,content,topic,sentiment,risk_score,opportunity_score,likes,comments,shares,views,url,action_note,source_type
2026-04-28,YouTube,@nahidebabaoglu4308,"Sen varsan Adalet var! Sen varsan Liyakat var! Sen varsan Birlik var! Sen varsan Umut var! Sen varsan Hayat var! Sen varsan Aydınlık var! Sen varsan CUMHURİYET var! Sen varsan SAYIN ÖZGÜR ÖZEL ♥️ BİZ varız! , bir sokağı sönükse."" Özdemir ASAF Sen varsan Adalet var! Sen varsan Liyakat var! Sen varsan Birlik var! Sen varsan Umut var! Sen varsan Hayat var! Sen varsan Aydınlık var! Sen varsan CUMHURİYET var! Sen varsan SAYIN ÖZGÜR ÖZEL ♥️ BİZ. VARIZ!",Kozatv,neutral,2,2,0,1,0,0,https://www.youtube.com/watch?v=DnMOEVxOuHs,YouTube yorumu takip edildi. Video: CHP Grup Toplantısı   #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-28,YouTube,@nahidebabaoglu4308,"""CHP""TÜRKİYE CUMHURİYETİ'NİN TEMİNATIDIR.",Kozatv,neutral,2,2,1,1,0,0,https://www.youtube.com/watch?v=DnMOEVxOuHs,YouTube yorumu takip edildi. Video: CHP Grup Toplantısı   #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-24,YouTube,@nahidebabaoglu4308,"Haksızlıklarla, Hukuksuzluklarla, Zulme karşı mücadele eden tüm Belediye Başkanlarımız, Bürokratlarımız, Emekcilerimiz, Gazetecilerimiz, Ögrencilerimiz, Gençlerimiz GURURUMUZDUR, ONURUMUZDUR.",Kozatv,neutral,2,2,1,1,0,0,https://www.youtube.com/watch?v=AiTLKg-Oot8,YouTube yorumu takip edildi. Video: Oya Tekin İçin Özgürlük Herkes İçin Adalet Mitingi   #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-24,YouTube,@nahidebabaoglu4308,"""CHP""TÜRKİYE CUMHURİYETİ'NİN TEMİNATIDIR ♥️",Kozatv,neutral,2,2,1,1,0,0,https://www.youtube.com/watch?v=AiTLKg-Oot8,YouTube yorumu takip edildi. Video: Oya Tekin İçin Özgürlük Herkes İçin Adalet Mitingi   #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-24,YouTube,@nermngeldkaya4363,Adalı gibi basakana bizimi başkana imkansızlıklar engellemelere rağmen uraşıpı mucadele yapımış değerli zeydan karalara başakana görevine sarayın kiralık kuklaları şehatacı kafalı musutafa çifçi alacaka adama sarayın kiralık rüsüfeteci yanadaşa Adalete bakanı akın gürülek alacaka adamalara ikisinide erdoguana onuları türükü cumuriyetini yurutu severelere karışı ülükeye fayadası olanaları uyanık kurunazaca abuka altına alıp tehetitı şantaj oporosuyon yaparaka çağlayanda parelere yapıpı kurupu teşekati kurupu õrükütülü yaragıyı kollarıyla hukuku pasapas üstünde depiniyorular musutafa çifici hafız olumuş ama alakatan visdanadan yokusulu kalımış bu namusuzulara çocukularını yüzüne nasıl bakıyorulara benede erdoguanını yapıtıkıları suculara için gizili iftiracı tanık olumaka istiyorum herekese herekese için iftiralara ataralara nedenese akparıtini mhpelinini belediye başakanarını isbatalı belegeli sucuları orutaya oluduyu halede ama geçerli olumuyoru erdoguanını hedefinide kimi varasa õnceye torubaya dolurupu sonurada gizili iftiracı tanık bulunuyor erdoguana fetoculara bilikte yapatıkıları darbeyi yapıp o zamana fetoculara üstüne atıpı uyanık kurunazaca develetinı kurumularını develete bahaçeliye paylaşımışılara soyuyorulara çalıyorlara çürütüp çöketeneler chpelilere belediyelere akparıtini müfettişleri denetimi yapacak bütünü ihalelerelere yapılacak onarını belediyelerede hiç biri olumuyacak onularını belediyelere sarayada lamalara patlamış pisikilere ülükeyi sararmış hepisini belediye başakanarı tacizcileri saklayıp gizlemek için mücadele ederekene iletişim yasakaları getiripi gizileyince namusuluyu oluyorulara tertemiz õyülemi musutafa çifçi akın gürülek alacakalara yürekleri varasa chpelilere sarayın yolusuzuku dosuyaları alıp işlemelere sokusalarda inandırıcı olusunara arkadana dolanıp insanların akıyla dalga geçiyorulara utanamazalara bu oyunara chpelilere deyili ülkeye milete karışı kını nefret düşümana gözüyü dönmüşülükü erdoguana oyunuları seçimi sanadıkı olumasını diye çünükü erdoguana Rus putting katilini akılı sıra örünek alıp sarayada çatama padişah kalaması içini eşkıya mafaya yönetemeleri zalimlik zulüm zorbalık yaparaka cunutacıyı erdoguana dini kulanıpı islamı perede yapıpı ağızda yalanalara ifitiralara Allah'a diyereke Allah'atana korukumayıp kuladan utanamayana erdoguana 23 senediri yokusulu açılıkı perişana çaresizi içinde evisizi işsiz Kalamış ayelerini paralarını saraya yanaşa vakıfılara oluku oluku gitikice erdoguana çocuklarımız polisileri jandarmaları türükü cumuriyetini yurutu severelere düşümana göserip kardeşe kardeşe copulara gözlerelere gaz sıkıp kin nefret düşümanalık yapıtırıp sarayın polisileri jandarmaları yapamaya çalışıyorulara utanamazalara kurtuluş yok teke başına yahepebeeabere yahicnirimiz ülüke içini çare chpelilere nokta,Kozatv,negative,7,2,0,1,0,0,https://www.youtube.com/watch?v=n7Hs2srDo5c,"YouTube yorumu takip edildi. Video: Ali Demirçalı'nın Görevden Uzaklaştırılmasına Karşı Basın Açıklaması Yapılıyor  #CanlıYayın / Kanal: Koza Tv. X üzerinde riskli paylaşım tespit edildi. Yayılım, yorum tonu ve yerel basına sıçrama ihtimali izlenmeli.",Otomatik YouTube
2026-04-27,YouTube,@MustafaKölüşlü-g5s,Bu,Kozatv,neutral,2,2,0,1,0,0,https://www.youtube.com/watch?v=wzc-6hmhEfE,YouTube yorumu takip edildi. Video: CHP'den Millet İradesine Sahip Çıkıyor Mitingi   #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-20,YouTube,@LittleKnight-o9t,Ağzına sağlık Hatice Teyze❤,Kozatv,neutral,2,2,0,1,0,0,https://www.youtube.com/watch?v=qmOadumI5-o,YouTube yorumu takip edildi. Video: Derin Manşet  #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-20,YouTube,@semaakgun8218,"Teşekkür ederim Çağdaş Hoca'm.Sizinle mücadele etmekten onur duyuyorum. Daha aydınlık bir gelecek için,güvenli ve sağlıklı eğitim için mücadelemizi sürdüreceğiz.Birlikte başaracağız. İyi ki varsınız. ✌️✊️",Kozatv,neutral,2,4,0,1,0,0,https://www.youtube.com/watch?v=qmOadumI5-o,YouTube yorumu takip edildi. Video: Derin Manşet  #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-20,YouTube,@cagdasbasibuyuk2274,"Yüreğine, diline sağlık Sema Hoca m ❤🙏",Kozatv,neutral,2,2,0,1,0,0,https://www.youtube.com/watch?v=qmOadumI5-o,YouTube yorumu takip edildi. Video: Derin Manşet  #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-23,YouTube,@salimdemirbas2614,Bu yalan daleveracı tipler olduğu müttetce hırsızlık ahlaksızlık hainlik bitmez chp de adamlarda bir tane dürüs olan yok,Kozatv,neutral,2,2,0,1,0,0,https://www.youtube.com/watch?v=7DP1uJERY0s,YouTube yorumu takip edildi. Video: CHP Basın Açıklaması  #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-23,YouTube,@benbuyum4962,Bu chp liler de utanma duygusu yok bunlar kaşarlanmiş. O kadar şerefsiz leri hala koruyorlar .uçkuru bozuk namussuz lari koruyorlar. Birde darbe diyorlar caniniz cehenneme,Kozatv,neutral,2,2,0,1,0,0,https://www.youtube.com/watch?v=7DP1uJERY0s,YouTube yorumu takip edildi. Video: CHP Basın Açıklaması  #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-21,YouTube,@selcukzorer7730,"Chp den bir bok olmaz, daha neyi bekliyorsunuz, şeref namus olsa toplu istifa edersiniz..",Kozatv,neutral,2,2,1,1,0,0,https://www.youtube.com/watch?v=7DP1uJERY0s,YouTube yorumu takip edildi. Video: CHP Basın Açıklaması  #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-20,YouTube,@may_laytrucker3127,Saksakçi tosun pasa,Kozatv,neutral,2,2,0,1,0,0,https://www.youtube.com/watch?v=07MxQDFiEhw,YouTube yorumu takip edildi. Video: Antalya Kepez Yağlı Pehlivan Güreşleri  #CanlıYayın #pehlivan #kepez #aligürbüz #orhanokulu / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-20,YouTube,@ferdiozturk8471,Sakatlanmasaydı da Enesi yenemezdi; Enes gerçekten geçen yılda öyleydi bu sene de bence finallerde hep yer alacaktır,Kozatv,neutral,2,2,3,1,0,0,https://www.youtube.com/watch?v=07MxQDFiEhw,YouTube yorumu takip edildi. Video: Antalya Kepez Yağlı Pehlivan Güreşleri  #CanlıYayın #pehlivan #kepez #aligürbüz #orhanokulu / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-20,YouTube,@mesutguler5592,"Ali yenemeyeceğini anlarsa, ya kolunu ya da bacağını sakatlanmış gibi gösterir.. Bekleyelim görelim...",Kozatv,neutral,2,2,1,1,0,0,https://www.youtube.com/watch?v=07MxQDFiEhw,YouTube yorumu takip edildi. Video: Antalya Kepez Yağlı Pehlivan Güreşleri  #CanlıYayın #pehlivan #kepez #aligürbüz #orhanokulu / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-19,YouTube,@birolbaydu8746,Çene çene güreş anlatımı yok misafir hane gibi yok mesajlar çekimler berbat kahretsin sinir oldum.sanırsınız Kepez belediyesi bu ülkenin en iyi belediyesi hayır😂 sokakları bok götürüyor kaldırımlardan yürüyemezsin araba veya mangalcı kafe masa sandalyesi ulan yolun ortasından mı yürüceğiz ben kepezde yaşıyorum boş yapmayın,Kozatv,neutral,2,2,0,1,0,0,https://www.youtube.com/watch?v=07MxQDFiEhw,YouTube yorumu takip edildi. Video: Antalya Kepez Yağlı Pehlivan Güreşleri  #CanlıYayın #pehlivan #kepez #aligürbüz #orhanokulu / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
2026-04-19,YouTube,@Sebahat.25,OKTAYA SARALA İKİYÜLÜ ALACAKA NAMUSUZU ADAMA ERDOGANANI AGIZIYA KONUSUPU DİNİ KULANİPİ İSLAMI PEREDE YAPIPI 23 SENEDİRİ TARİKATALARADA ENSARADA CAMATALARDA VAKIFILARDA KURANAKUSUSUNUDA HIMAHATIPITE ÇOCUKULARA HOCALARA MÜFÜTÜLERE ÇOCUKULARA TECAVÜZÜ EDIYORULARA SARAYAYINI DEVELETE GÜCÜYÜ DİYANETE AYELELE BAKANI ALACAKA NAMUSUZULARA HATALARINI KARATANALARÌNI ÇOCUKULARINI YANIDA DEYILI KURUMULARINI ADI KILENEMESİN. DİYE SAPIKILARA CEZALARA YERİNE BASAKA CAMATALARA GÖNEDERİPİ ÇOCUKULARA YAPILANA SAPIKILARI KORUYORULARA CÜKÜKÜ YOKUSULUYU. AYELERİNİ ÇOCUKULARI OLUDUYU. İÇİNİ SARAYA AYELERİ YA TEHETİTİ YADA PARALARALARA SUSUTURUNUÇA YAPILANALARA YOKU OLUYOLUYORU ALAKILI DİNİDARA ÇOCUKULARA OLUYORULARA ÕYÜLEMİ OKUTAYA SARALA ṢAHAMİ TAYYARA ALAÇAKALARA BÜTÜNÜ KİRİLİ İSLERELERE CAMATALADA VAKIFILARDA YAPILIYORU İCİKILERE USUTURUCU YOLUSUZUKU BURALARDA OLUDUNU ONULARA YAKINI PARATİLERE SİYASECILERE BİLİYORULARA SUSYORULARA YAKALANALARI YANADAȘA MEDAYADA SAKALIYORU GIZILYORULARA ORUTAYADA ÇIKINICA HEMENE ERISIME YASAKALARA GETİRİPI TERETEMİZİ OLUYORULARA OKTAYA SARALA ALACAKA NAMUSUZU NASILI OLUSA YUSUFU TEKİNI ÇOCUKULARI PARALI OKULARALARA YURUTU DIȘINIDA OKUTUYORU ALACAKA NAMUSUZULARA. TARİKATINI BAKANI KENEDİYİ İNACİNİ KİMİ OLUYORUDA KENEDİNİ İNACINI DAYATIYORU KENEDİ. COCUKULARINA YAPAYANA YOKUSULU ÇOCUKULARA YAPIYORU YUSUFU TEKEKİNİ MAȘALARINI OKUTAYA SARALA VERİMİYORU ONUNA TEPİLERELERE VERENELERE. MAŞALARI VERIYORU ALACAKALARINI. ÇOCUKULARINI HEPESİ DEVELETE GÜCÜLÜYÜLE PARALI OKULARDA GÜVELİKİ İÇİNİDE OKUYORU BU NAMUSUZULARINI TUZU KURU OLUNUCA KİȘİSELERE MEFATALARI YAKINILARINI İŞİLERELERE YERELEṢİTİPİ KURUDUKULARI PARELERE YAPIYA 2 3 MAȘALARALA ALADIKILARI İÇİNİ YUSUFU TEKİNİ. DEYILİ ERDOGANA YAPITIRIDI İÇİNİ KOLUTUNU KORUYORU BUNULARA EZİKILERE ZAYIFI İTİBARASI OLUMUSU. ACINAÇAKA HALEDELERE UTANAMAZALARA BUNULARDANA KURULUȘU YOKU TEKE BAȘINA YAHABERABERE YAHİÇİBİRİMİZİ CARE CEPELERE NOKUTA,Kozatv,negative,7,2,0,1,0,0,https://www.youtube.com/watch?v=ZaUdz6s9M1A,"YouTube yorumu takip edildi. Video: Ana Haber  #CanlıYayın / Kanal: Koza Tv. X üzerinde riskli paylaşım tespit edildi. Yayılım, yorum tonu ve yerel basına sıçrama ihtimali izlenmeli.",Otomatik YouTube
2026-04-18,YouTube,@AYNUR.Y19,"İstediğinizi alamayacaksınız.Her fırsatı değerlerimizi yok etmeye hazır zemin görmeyin.Şehitlerimiz olduğunda YAS MI ilan edilsin çağrısın da bulundun HAİN ÇIKARCI VATAN HAİNLERİ.23 Nisan kutlanacak,bayraklarımızı asmaya başlıyoruz.",Kozatv,neutral,2,2,0,1,0,0,https://www.youtube.com/watch?v=ZaUdz6s9M1A,YouTube yorumu takip edildi. Video: Ana Haber  #CanlıYayın / Kanal: Koza Tv. İçerik izlemeye alınmalı. Şu aşamada acil aksiyon gerekmiyor.,Otomatik YouTube
